Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type
2932.0,-180.0,110.0,-50.0,60.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular
901.0,-190.0,110.0,-60.0,50.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
1622.0,70.0,140.0,150.0,290.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
1704.0,140.0,180.0,240.0,420.0,9,11/01/11 00:00:00,Herbal Tea,Lemon,Decaf
822.0,130.0,100.0,160.0,260.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular
971.0,140.0,110.0,170.0,280.0,11,10/01/11 00:00:00,Tea,Darjeeling,Regular
756.0,110.0,90.0,140.0,230.0,12,03/01/11 00:00:00,Tea,Earl Grey,Regular
1402.0,280.0,210.0,350.0,560.0,7,02/01/10 00:00:00,Espresso,Regular Espresso,Regular
1355.0,190.0,250.0,280.0,530.0,7,07/01/10 00:00:00,Espresso,Regular Espresso,Regular
1319.0,190.0,250.0,280.0,530.0,7,08/01/11 00:00:00,Espresso,Regular Espresso,Regular
241.0,30.0,30.0,50.0,80.0,1,01/01/10 00:00:00,Coffee,Amaretto,Regular
236.0,40.0,30.0,60.0,90.0,1,02/01/10 00:00:00,Coffee,Amaretto,Regular
231.0,40.0,40.0,60.0,100.0,1,03/01/10 00:00:00,Coffee,Amaretto,Regular
241.0,40.0,40.0,70.0,110.0,1,04/01/10 00:00:00,Coffee,Amaretto,Regular
265.0,40.0,40.0,70.0,110.0,1,05/01/10 00:00:00,Coffee,Amaretto,Regular
302.0,50.0,50.0,80.0,130.0,1,06/01/10 00:00:00,Coffee,Amaretto,Regular
329.0,70.0,50.0,90.0,140.0,1,07/01/10 00:00:00,Coffee,Amaretto,Regular
322.0,70.0,50.0,90.0,140.0,1,08/01/10 00:00:00,Coffee,Amaretto,Regular
315.0,50.0,40.0,70.0,110.0,1,09/01/10 00:00:00,Coffee,Amaretto,Regular
310.0,60.0,30.0,60.0,90.0,1,10/01/10 00:00:00,Coffee,Amaretto,Regular
316.0,40.0,40.0,60.0,100.0,1,11/01/10 00:00:00,Coffee,Amaretto,Regular
327.0,50.0,40.0,70.0,110.0,1,12/01/10 00:00:00,Coffee,Amaretto,Regular
241.0,30.0,30.0,50.0,80.0,1,01/01/11 00:00:00,Coffee,Amaretto,Regular
236.0,40.0,30.0,60.0,90.0,1,02/01/11 00:00:00,Coffee,Amaretto,Regular
231.0,40.0,40.0,60.0,100.0,1,03/01/11 00:00:00,Coffee,Amaretto,Regular
241.0,40.0,40.0,70.0,110.0,1,04/01/11 00:00:00,Coffee,Amaretto,Regular
265.0,40.0,40.0,70.0,110.0,1,05/01/11 00:00:00,Coffee,Amaretto,Regular
302.0,50.0,50.0,80.0,130.0,1,06/01/11 00:00:00,Coffee,Amaretto,Regular
329.0,70.0,50.0,90.0,140.0,1,07/01/11 00:00:00,Coffee,Amaretto,Regular
322.0,70.0,50.0,90.0,140.0,1,08/01/11 00:00:00,Coffee,Amaretto,Regular
315.0,50.0,40.0,70.0,110.0,1,09/01/11 00:00:00,Coffee,Amaretto,Regular
310.0,60.0,30.0,60.0,90.0,1,10/01/11 00:00:00,Coffee,Amaretto,Regular
316.0,40.0,40.0,60.0,100.0,1,11/01/11 00:00:00,Coffee,Amaretto,Regular
327.0,50.0,40.0,70.0,110.0,1,12/01/11 00:00:00,Coffee,Amaretto,Regular
372.0,40.0,40.0,70.0,110.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular
366.0,30.0,40.0,60.0,100.0,2,02/01/10 00:00:00,Coffee,Columbian,Regular
361.0,40.0,40.0,70.0,110.0,2,03/01/10 00:00:00,Coffee,Columbian,Regular
372.0,40.0,40.0,70.0,110.0,2,04/01/10 00:00:00,Coffee,Columbian,Regular
397.0,50.0,40.0,80.0,120.0,2,05/01/10 00:00:00,Coffee,Columbian,Regular
436.0,60.0,50.0,90.0,140.0,2,06/01/10 00:00:00,Coffee,Columbian,Regular
467.0,60.0,60.0,90.0,150.0,2,07/01/10 00:00:00,Coffee,Columbian,Regular
460.0,60.0,60.0,90.0,150.0,2,08/01/10 00:00:00,Coffee,Columbian,Regular
453.0,50.0,50.0,80.0,130.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
447.0,50.0,30.0,60.0,90.0,2,10/01/10 00:00:00,Coffee,Columbian,Regular
452.0,30.0,30.0,60.0,90.0,2,11/01/10 00:00:00,Coffee,Columbian,Regular
462.0,30.0,40.0,60.0,100.0,2,12/01/10 00:00:00,Coffee,Columbian,Regular
372.0,40.0,40.0,70.0,110.0,2,01/01/11 00:00:00,Coffee,Columbian,Regular
366.0,30.0,40.0,60.0,100.0,2,02/01/11 00:00:00,Coffee,Columbian,Regular
361.0,40.0,40.0,70.0,110.0,2,03/01/11 00:00:00,Coffee,Columbian,Regular
372.0,40.0,40.0,70.0,110.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular
397.0,50.0,40.0,80.0,120.0,2,05/01/11 00:00:00,Coffee,Columbian,Regular
436.0,60.0,50.0,90.0,140.0,2,06/01/11 00:00:00,Coffee,Columbian,Regular
467.0,60.0,60.0,90.0,150.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular
460.0,60.0,60.0,90.0,150.0,2,08/01/11 00:00:00,Coffee,Columbian,Regular
453.0,50.0,50.0,80.0,130.0,2,09/01/11 00:00:00,Coffee,Columbian,Regular
447.0,50.0,30.0,60.0,90.0,2,10/01/11 00:00:00,Coffee,Columbian,Regular
452.0,30.0,30.0,60.0,90.0,2,11/01/11 00:00:00,Coffee,Columbian,Regular
462.0,30.0,40.0,60.0,100.0,2,12/01/11 00:00:00,Coffee,Columbian,Regular
777.0,20.0,10.0,30.0,40.0,13,01/01/10 00:00:00,Tea,Green Tea,Regular
774.0,30.0,0.0,40.0,40.0,13,02/01/10 00:00:00,Tea,Green Tea,Regular
731.0,30.0,0.0,40.0,40.0,13,03/01/10 00:00:00,Tea,Green Tea,Regular
688.0,30.0,0.0,40.0,40.0,13,04/01/10 00:00:00,Tea,Green Tea,Regular
645.0,30.0,0.0,40.0,40.0,13,05/01/10 00:00:00,Tea,Green Tea,Regular
602.0,30.0,0.0,40.0,40.0,13,06/01/10 00:00:00,Tea,Green Tea,Regular
559.0,30.0,0.0,40.0,40.0,13,07/01/10 00:00:00,Tea,Green Tea,Regular
516.0,30.0,0.0,40.0,40.0,13,08/01/10 00:00:00,Tea,Green Tea,Regular
473.0,30.0,0.0,40.0,40.0,13,09/01/10 00:00:00,Tea,Green Tea,Regular
430.0,40.0,0.0,40.0,40.0,13,10/01/10 00:00:00,Tea,Green Tea,Regular
387.0,30.0,0.0,40.0,40.0,13,11/01/10 00:00:00,Tea,Green Tea,Regular
344.0,30.0,0.0,40.0,40.0,13,12/01/10 00:00:00,Tea,Green Tea,Regular
777.0,20.0,10.0,30.0,40.0,13,01/01/11 00:00:00,Tea,Green Tea,Regular
774.0,30.0,0.0,40.0,40.0,13,02/01/11 00:00:00,Tea,Green Tea,Regular
731.0,30.0,0.0,40.0,40.0,13,03/01/11 00:00:00,Tea,Green Tea,Regular
688.0,30.0,0.0,40.0,40.0,13,04/01/11 00:00:00,Tea,Green Tea,Regular
645.0,30.0,0.0,40.0,40.0,13,05/01/11 00:00:00,Tea,Green Tea,Regular
602.0,30.0,0.0,40.0,40.0,13,06/01/11 00:00:00,Tea,Green Tea,Regular
559.0,30.0,0.0,40.0,40.0,13,07/01/11 00:00:00,Tea,Green Tea,Regular
516.0,30.0,0.0,40.0,40.0,13,08/01/11 00:00:00,Tea,Green Tea,Regular
473.0,30.0,0.0,40.0,40.0,13,09/01/11 00:00:00,Tea,Green Tea,Regular
430.0,40.0,0.0,40.0,40.0,13,10/01/11 00:00:00,Tea,Green Tea,Regular
387.0,30.0,0.0,40.0,40.0,13,11/01/11 00:00:00,Tea,Green Tea,Regular
344.0,30.0,0.0,40.0,40.0,13,12/01/11 00:00:00,Tea,Green Tea,Regular
261.0,0.0,30.0,50.0,80.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
256.0,10.0,40.0,60.0,100.0,5,02/01/10 00:00:00,Espresso,Caffe Mocha,Regular
251.0,10.0,40.0,60.0,100.0,5,03/01/10 00:00:00,Espresso,Caffe Mocha,Regular
261.0,10.0,40.0,60.0,100.0,5,04/01/10 00:00:00,Espresso,Caffe Mocha,Regular
282.0,10.0,40.0,60.0,100.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
313.0,20.0,40.0,80.0,120.0,5,06/01/10 00:00:00,Espresso,Caffe Mocha,Regular
338.0,10.0,50.0,80.0,130.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
332.0,10.0,60.0,80.0,140.0,5,08/01/10 00:00:00,Espresso,Caffe Mocha,Regular
325.0,10.0,40.0,60.0,100.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular
320.0,30.0,30.0,60.0,90.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular
325.0,10.0,40.0,60.0,100.0,5,11/01/10 00:00:00,Espresso,Caffe Mocha,Regular
335.0,10.0,40.0,70.0,110.0,5,12/01/10 00:00:00,Espresso,Caffe Mocha,Regular
261.0,0.0,30.0,50.0,80.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular
256.0,10.0,40.0,60.0,100.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
251.0,10.0,40.0,60.0,100.0,5,03/01/11 00:00:00,Espresso,Caffe Mocha,Regular
261.0,10.0,40.0,60.0,100.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
282.0,10.0,40.0,60.0,100.0,5,05/01/11 00:00:00,Espresso,Caffe Mocha,Regular
313.0,20.0,40.0,80.0,120.0,5,06/01/11 00:00:00,Espresso,Caffe Mocha,Regular
338.0,10.0,50.0,80.0,130.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular
332.0,10.0,60.0,80.0,140.0,5,08/01/11 00:00:00,Espresso,Caffe Mocha,Regular
325.0,10.0,40.0,60.0,100.0,5,09/01/11 00:00:00,Espresso,Caffe Mocha,Regular
320.0,30.0,30.0,60.0,90.0,5,10/01/11 00:00:00,Espresso,Caffe Mocha,Regular
325.0,10.0,40.0,60.0,100.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular
335.0,10.0,40.0,70.0,110.0,5,12/01/11 00:00:00,Espresso,Caffe Mocha,Regular
197.0,0.0,20.0,30.0,50.0,9,01/01/10 00:00:00,Herbal Tea,Lemon,Decaf
193.0,0.0,20.0,30.0,50.0,9,02/01/10 00:00:00,Herbal Tea,Lemon,Decaf
190.0,0.0,20.0,30.0,50.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf
197.0,10.0,20.0,40.0,60.0,9,04/01/10 00:00:00,Herbal Tea,Lemon,Decaf
212.0,10.0,20.0,40.0,60.0,9,05/01/10 00:00:00,Herbal Tea,Lemon,Decaf
236.0,10.0,20.0,40.0,60.0,9,06/01/10 00:00:00,Herbal Tea,Lemon,Decaf
252.0,10.0,20.0,40.0,60.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
248.0,10.0,20.0,40.0,60.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf
244.0,10.0,30.0,40.0,70.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf
240.0,20.0,10.0,30.0,40.0,9,10/01/10 00:00:00,Herbal Tea,Lemon,Decaf
243.0,0.0,20.0,30.0,50.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
250.0,10.0,20.0,40.0,60.0,9,12/01/10 00:00:00,Herbal Tea,Lemon,Decaf
197.0,0.0,20.0,30.0,50.0,9,01/01/11 00:00:00,Herbal Tea,Lemon,Decaf
193.0,0.0,20.0,30.0,50.0,9,02/01/11 00:00:00,Herbal Tea,Lemon,Decaf
190.0,0.0,20.0,30.0,50.0,9,03/01/11 00:00:00,Herbal Tea,Lemon,Decaf
197.0,10.0,20.0,40.0,60.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
212.0,10.0,20.0,40.0,60.0,9,05/01/11 00:00:00,Herbal Tea,Lemon,Decaf
236.0,10.0,20.0,40.0,60.0,9,06/01/11 00:00:00,Herbal Tea,Lemon,Decaf
252.0,10.0,20.0,40.0,60.0,9,07/01/11 00:00:00,Herbal Tea,Lemon,Decaf
248.0,10.0,20.0,40.0,60.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf
244.0,10.0,30.0,40.0,70.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
240.0,20.0,10.0,30.0,40.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
243.0,0.0,20.0,30.0,50.0,9,11/01/11 00:00:00,Herbal Tea,Lemon,Decaf
250.0,10.0,20.0,40.0,60.0,9,12/01/11 00:00:00,Herbal Tea,Lemon,Decaf
821.0,20.0,10.0,30.0,40.0,11,01/01/10 00:00:00,Tea,Darjeeling,Regular
818.0,20.0,10.0,30.0,40.0,11,02/01/10 00:00:00,Tea,Darjeeling,Regular
816.0,20.0,10.0,30.0,40.0,11,03/01/10 00:00:00,Tea,Darjeeling,Regular
820.0,20.0,20.0,30.0,50.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular
829.0,20.0,20.0,30.0,50.0,11,05/01/10 00:00:00,Tea,Darjeeling,Regular
843.0,30.0,20.0,40.0,60.0,11,06/01/10 00:00:00,Tea,Darjeeling,Regular
854.0,30.0,20.0,40.0,60.0,11,07/01/10 00:00:00,Tea,Darjeeling,Regular
851.0,30.0,20.0,40.0,60.0,11,08/01/10 00:00:00,Tea,Darjeeling,Regular
848.0,20.0,20.0,30.0,50.0,11,09/01/10 00:00:00,Tea,Darjeeling,Regular
846.0,30.0,20.0,30.0,50.0,11,10/01/10 00:00:00,Tea,Darjeeling,Regular
848.0,20.0,10.0,30.0,40.0,11,11/01/10 00:00:00,Tea,Darjeeling,Regular
851.0,20.0,10.0,30.0,40.0,11,12/01/10 00:00:00,Tea,Darjeeling,Regular
821.0,20.0,10.0,30.0,40.0,11,01/01/11 00:00:00,Tea,Darjeeling,Regular
818.0,20.0,10.0,30.0,40.0,11,02/01/11 00:00:00,Tea,Darjeeling,Regular
816.0,20.0,10.0,30.0,40.0,11,03/01/11 00:00:00,Tea,Darjeeling,Regular
820.0,20.0,20.0,30.0,50.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular
829.0,20.0,20.0,30.0,50.0,11,05/01/11 00:00:00,Tea,Darjeeling,Regular
843.0,30.0,20.0,40.0,60.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular
854.0,30.0,20.0,40.0,60.0,11,07/01/11 00:00:00,Tea,Darjeeling,Regular
851.0,30.0,20.0,40.0,60.0,11,08/01/11 00:00:00,Tea,Darjeeling,Regular
848.0,20.0,20.0,30.0,50.0,11,09/01/11 00:00:00,Tea,Darjeeling,Regular
846.0,30.0,20.0,30.0,50.0,11,10/01/11 00:00:00,Tea,Darjeeling,Regular
848.0,20.0,10.0,30.0,40.0,11,11/01/11 00:00:00,Tea,Darjeeling,Regular
851.0,20.0,10.0,30.0,40.0,11,12/01/11 00:00:00,Tea,Darjeeling,Regular
169.0,0.0,20.0,40.0,60.0,7,01/01/10 00:00:00,Espresso,Regular Espresso,Regular
165.0,0.0,20.0,40.0,60.0,7,02/01/10 00:00:00,Espresso,Regular Espresso,Regular
162.0,0.0,30.0,40.0,70.0,7,03/01/10 00:00:00,Espresso,Regular Espresso,Regular
169.0,0.0,20.0,40.0,60.0,7,04/01/10 00:00:00,Espresso,Regular Espresso,Regular
182.0,0.0,30.0,40.0,70.0,7,05/01/10 00:00:00,Espresso,Regular Espresso,Regular
204.0,0.0,30.0,40.0,70.0,7,06/01/10 00:00:00,Espresso,Regular Espresso,Regular
219.0,10.0,30.0,50.0,80.0,7,07/01/10 00:00:00,Espresso,Regular Espresso,Regular
215.0,0.0,20.0,40.0,60.0,7,08/01/10 00:00:00,Espresso,Regular Espresso,Regular
212.0,0.0,20.0,30.0,50.0,7,09/01/10 00:00:00,Espresso,Regular Espresso,Regular
209.0,10.0,10.0,30.0,40.0,7,10/01/10 00:00:00,Espresso,Regular Espresso,Regular
211.0,0.0,30.0,40.0,70.0,7,11/01/10 00:00:00,Espresso,Regular Espresso,Regular
218.0,0.0,10.0,30.0,40.0,7,12/01/10 00:00:00,Espresso,Regular Espresso,Regular
169.0,0.0,20.0,40.0,60.0,7,01/01/11 00:00:00,Espresso,Regular Espresso,Regular
165.0,0.0,20.0,40.0,60.0,7,02/01/11 00:00:00,Espresso,Regular Espresso,Regular
162.0,0.0,30.0,40.0,70.0,7,03/01/11 00:00:00,Espresso,Regular Espresso,Regular
169.0,0.0,20.0,40.0,60.0,7,04/01/11 00:00:00,Espresso,Regular Espresso,Regular
182.0,0.0,30.0,40.0,70.0,7,05/01/11 00:00:00,Espresso,Regular Espresso,Regular
204.0,0.0,30.0,40.0,70.0,7,06/01/11 00:00:00,Espresso,Regular Espresso,Regular
219.0,10.0,30.0,50.0,80.0,7,07/01/11 00:00:00,Espresso,Regular Espresso,Regular
215.0,0.0,20.0,40.0,60.0,7,08/01/11 00:00:00,Espresso,Regular Espresso,Regular
212.0,0.0,20.0,30.0,50.0,7,09/01/11 00:00:00,Espresso,Regular Espresso,Regular
209.0,10.0,10.0,30.0,40.0,7,10/01/11 00:00:00,Espresso,Regular Espresso,Regular
211.0,0.0,30.0,40.0,70.0,7,11/01/11 00:00:00,Espresso,Regular Espresso,Regular
218.0,0.0,10.0,30.0,40.0,7,12/01/11 00:00:00,Espresso,Regular Espresso,Regular
2580.0,230.0,220.0,340.0,560.0,2,11/01/11 00:00:00,Coffee,Columbian,Regular
580.0,100.0,80.0,120.0,200.0,13,10/01/11 00:00:00,Tea,Green Tea,Regular
1118.0,-190.0,120.0,-60.0,60.0,5,03/01/10 00:00:00,Espresso,Caffe Mocha,Regular
1419.0,100.0,180.0,190.0,370.0,9,01/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1727.0,220.0,200.0,320.0,520.0,9,06/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1727.0,210.0,220.0,320.0,540.0,9,12/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1214.0,-80.0,160.0,-20.0,140.0,10,02/01/10 00:00:00,Herbal Tea,Mint,Decaf
2169.0,-90.0,170.0,-20.0,150.0,10,05/01/11 00:00:00,Herbal Tea,Mint,Decaf
821.0,120.0,100.0,150.0,250.0,11,01/01/11 00:00:00,Tea,Darjeeling,Regular
312.0,30.0,50.0,70.0,120.0,1,01/01/11 00:00:00,Coffee,Amaretto,Regular
391.0,30.0,70.0,80.0,150.0,1,09/01/11 00:00:00,Coffee,Amaretto,Regular
665.0,50.0,110.0,160.0,270.0,2,06/01/10 00:00:00,Coffee,Columbian,Regular
705.0,60.0,140.0,190.0,330.0,2,08/01/10 00:00:00,Coffee,Columbian,Regular
554.0,30.0,100.0,130.0,230.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular
717.0,60.0,130.0,180.0,310.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular
694.0,30.0,90.0,130.0,220.0,2,11/01/11 00:00:00,Coffee,Columbian,Regular
995.0,70.0,90.0,110.0,200.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
1081.0,90.0,90.0,130.0,220.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
1055.0,120.0,110.0,140.0,250.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular
965.0,50.0,80.0,90.0,170.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
995.0,70.0,90.0,110.0,200.0,5,05/01/11 00:00:00,Espresso,Caffe Mocha,Regular
577.0,30.0,30.0,50.0,80.0,6,09/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
567.0,30.0,30.0,40.0,70.0,6,12/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
351.0,50.0,40.0,70.0,110.0,8,05/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
779.0,50.0,40.0,60.0,100.0,9,04/01/10 00:00:00,Herbal Tea,Lemon,Decaf
857.0,60.0,40.0,70.0,110.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf
777.0,50.0,20.0,50.0,70.0,9,01/01/11 00:00:00,Herbal Tea,Lemon,Decaf
390.0,50.0,50.0,80.0,130.0,11,01/01/10 00:00:00,Tea,Darjeeling,Regular
390.0,50.0,50.0,80.0,130.0,11,01/01/11 00:00:00,Tea,Darjeeling,Regular
376.0,40.0,40.0,70.0,110.0,11,03/01/11 00:00:00,Tea,Darjeeling,Regular
454.0,30.0,30.0,60.0,90.0,11,09/01/11 00:00:00,Tea,Darjeeling,Regular
622.0,0.0,40.0,50.0,90.0,12,07/01/10 00:00:00,Tea,Earl Grey,Regular
521.0,10.0,50.0,80.0,130.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular
551.0,10.0,50.0,80.0,130.0,12,05/01/11 00:00:00,Tea,Earl Grey,Regular
420.0,40.0,40.0,70.0,110.0,1,07/01/10 00:00:00,Coffee,Amaretto,Regular
410.0,50.0,50.0,80.0,130.0,1,09/01/10 00:00:00,Coffee,Amaretto,Regular
323.0,50.0,60.0,80.0,140.0,1,03/01/11 00:00:00,Coffee,Amaretto,Regular
405.0,60.0,40.0,70.0,110.0,1,10/01/11 00:00:00,Coffee,Amaretto,Regular
364.0,50.0,60.0,80.0,140.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular
414.0,20.0,40.0,50.0,90.0,2,06/01/10 00:00:00,Coffee,Columbian,Regular
424.0,40.0,40.0,70.0,110.0,2,11/01/10 00:00:00,Coffee,Columbian,Regular
435.0,20.0,40.0,50.0,90.0,2,12/01/10 00:00:00,Coffee,Columbian,Regular
364.0,50.0,60.0,80.0,140.0,2,01/01/11 00:00:00,Coffee,Columbian,Regular
424.0,40.0,40.0,70.0,110.0,2,09/01/11 00:00:00,Coffee,Columbian,Regular
435.0,20.0,60.0,90.0,150.0,3,01/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
427.0,20.0,50.0,80.0,130.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
513.0,10.0,30.0,60.0,90.0,3,08/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
509.0,20.0,50.0,80.0,130.0,3,09/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
509.0,10.0,50.0,70.0,120.0,3,11/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
1091.0,140.0,190.0,210.0,400.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
1059.0,130.0,180.0,200.0,380.0,5,03/01/11 00:00:00,Espresso,Caffe Mocha,Regular
338.0,40.0,60.0,90.0,150.0,6,01/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
331.0,40.0,60.0,90.0,150.0,6,02/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
404.0,70.0,70.0,100.0,170.0,6,10/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
419.0,30.0,50.0,80.0,130.0,6,07/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
478.0,20.0,10.0,20.0,30.0,8,06/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
464.0,30.0,10.0,30.0,40.0,8,05/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
490.0,30.0,20.0,40.0,60.0,8,12/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
820.0,40.0,20.0,40.0,60.0,9,04/01/10 00:00:00,Herbal Tea,Lemon,Decaf
868.0,40.0,10.0,40.0,50.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
862.0,40.0,30.0,50.0,80.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
821.0,50.0,20.0,50.0,70.0,9,01/01/11 00:00:00,Herbal Tea,Lemon,Decaf
862.0,40.0,20.0,40.0,60.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
640.0,60.0,60.0,110.0,170.0,11,02/01/10 00:00:00,Tea,Darjeeling,Regular
640.0,60.0,60.0,110.0,170.0,11,02/01/11 00:00:00,Tea,Darjeeling,Regular
810.0,100.0,90.0,160.0,250.0,11,08/01/11 00:00:00,Tea,Darjeeling,Regular
798.0,70.0,80.0,130.0,210.0,11,09/01/11 00:00:00,Tea,Darjeeling,Regular
798.0,60.0,60.0,100.0,160.0,11,11/01/11 00:00:00,Tea,Darjeeling,Regular
656.0,80.0,50.0,100.0,150.0,12,10/01/10 00:00:00,Tea,Earl Grey,Regular
-1006.0,530.0,50.0,560.0,610.0,2,06/01/10 00:00:00,Coffee,Columbian,Regular
-2033.0,560.0,40.0,590.0,630.0,2,08/01/11 00:00:00,Coffee,Columbian,Regular
482.0,20.0,20.0,30.0,50.0,13,09/01/10 00:00:00,Tea,Green Tea,Regular
482.0,20.0,20.0,30.0,50.0,13,09/01/11 00:00:00,Tea,Green Tea,Regular
458.0,10.0,40.0,70.0,110.0,5,04/01/10 00:00:00,Espresso,Caffe Mocha,Regular
435.0,-10.0,60.0,60.0,120.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular
410.0,20.0,40.0,50.0,90.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
870.0,40.0,30.0,50.0,80.0,11,12/01/10 00:00:00,Tea,Darjeeling,Regular
862.0,30.0,30.0,40.0,70.0,11,09/01/11 00:00:00,Tea,Darjeeling,Regular
1304.0,100.0,130.0,150.0,280.0,7,07/01/10 00:00:00,Espresso,Regular Espresso,Regular
1091.0,110.0,160.0,170.0,330.0,7,01/01/11 00:00:00,Espresso,Regular Espresso,Regular
1283.0,120.0,170.0,180.0,350.0,7,11/01/11 00:00:00,Espresso,Regular Espresso,Regular
956.0,180.0,200.0,280.0,480.0,2,05/01/11 00:00:00,Coffee,Columbian,Regular
671.0,140.0,130.0,190.0,320.0,3,05/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
1686.0,280.0,290.0,400.0,690.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular
959.0,130.0,110.0,170.0,280.0,8,12/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
822.0,110.0,80.0,130.0,210.0,10,04/01/10 00:00:00,Herbal Tea,Mint,Decaf
562.0,90.0,80.0,120.0,200.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular
662.0,30.0,40.0,70.0,110.0,12,08/01/10 00:00:00,Tea,Earl Grey,Regular
2758.0,-50.0,130.0,0.0,130.0,1,11/01/10 00:00:00,Coffee,Amaretto,Regular
559.0,40.0,40.0,70.0,110.0,13,04/01/11 00:00:00,Tea,Green Tea,Regular
871.0,120.0,80.0,140.0,220.0,8,05/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
1007.0,150.0,100.0,170.0,270.0,8,07/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
777.0,80.0,50.0,90.0,140.0,11,01/01/10 00:00:00,Tea,Darjeeling,Regular
952.0,100.0,60.0,110.0,170.0,11,07/01/11 00:00:00,Tea,Darjeeling,Regular
601.0,50.0,30.0,60.0,90.0,12,12/01/10 00:00:00,Tea,Earl Grey,Regular
1436.0,150.0,210.0,220.0,430.0,4,02/01/11 00:00:00,Espresso,Caffe Latte,Regular
685.0,-20.0,130.0,30.0,160.0,1,02/01/11 00:00:00,Coffee,Amaretto,Regular
2580.0,450.0,390.0,590.0,980.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
2548.0,470.0,380.0,580.0,960.0,2,10/01/10 00:00:00,Coffee,Columbian,Regular
